Country,Year,Total Water Consumption (Billion Cubic Meters),Per Capita Water Use (Liters per Day),Agricultural Water Use (%),Industrial Water Use (%),Household Water Use (%),Rainfall Impact (Annual Precipitation in mm),Groundwater Depletion Rate (%),Total Water Consumption (Cubic Meters),zscore,Total_Percentage,Per Capita Water Use (m³ per Day),Agricultural Water Use Ratio,Industrial Water Use Ratio,Household Water Use Ratio,Water Stress Index,Water Stress Normalized,Water Scarcity Level
China,2015,347.4677778,182.4388889,47.64,26.65111111,25.84888889,1616.388889,3.206666667,347467777800.0,1.601918642508103,100.14,0.18243888889999998,0.4764,0.2665111111,0.2584888889,0.21496545798144248,0.17270806385179902,Low Stress
China,2016,524.2093333,289.5946667,51.64733333,32.768,28.11466667,1755.536667,3.066,524209333300.0,0.23946895457117617,112.53,0.2895946667,0.5164733333,0.32768,0.2811466667,0.2986034659109743,0.29567620578988874,Low Stress
China,2017,525.1928571,299.985,58.73428571,30.68357143,28.44214286,2011.710714,2.136428571,525192857100.0,0.24971582900672554,117.86,0.299985,0.5873428571,0.3068357143,0.2844214286,0.2610677834765461,0.24048965556467622,Low Stress
China,2018,510.1583333,333.8425,54.6525,25.3025,25.25583333,1725.075,2.175833333,510158333300.0,0.09307815783202994,105.21083333,0.3338425,0.546525,0.253025,0.2525583333,0.2957311034592699,0.2914531368478783,Low Stress
China,2019,607.9222222,291.7477778,56.23888889,26.22666667,28.19666667,1634.894444,2.55,607922222200.0,1.1116343878788826,110.66222223,0.2917477778,0.5623888888999999,0.2622666667,0.2819666667,0.37184187910788447,0.4033544230533367,Low Stress
China,2020,415.4814286,246.5278571,47.83357143,28.22571429,23.76214286,1845.061429,2.253571429,415481428600.0,0.8933162277511435,99.82142857999999,0.2465278571,0.4783357143,0.2822571429,0.23762142860000002,0.225185688709121,0.1877342799689986,Low Stress
China,2021,436.1333333,261.1344444,40.21666667,25.81,26.01111111,1528.583333,2.482222222,436133333300.0,0.6781536924715258,92.03777778,0.2611344444,0.4021666667,0.2581,0.2601111111,0.2853186502066878,0.27614430703253856,Low Stress
China,2022,528.547,273.902,46.55,26.054,22.024,1786.207,2.078,528547000000.0,0.28466107500401805,94.628,0.273902,0.46549999999999997,0.26054,0.22024000000000002,0.29590467398235476,0.2917083275828962,Low Stress
China,2023,369.989,364.445,45.533,26.864,23.03,1682.639,2.361,369989000000.0,1.3672805625566882,95.427,0.364445,0.45533,0.26864,0.2303,0.21988614313587168,0.17994266359277217,Low Stress
China,2024,507.325,253.1391667,50.8875,25.61,26.77833333,1796.505833,2.5125,507325000000.0,0.06355898345194652,103.27583333,0.25313916670000003,0.5088750000000001,0.2561,0.2677833333,0.2823954092889383,0.27184643441467427,Low Stress
France,2000,488.93375,220.8825,56.37125,21.8425,25.03,1408.97,3.01875,488933750000.0,0.12805084791442004,103.24375,0.22088249999999998,0.5637125000000001,0.218425,0.2503,0.3470150180628402,0.3668529203461413,Low Stress
France,2001,521.4983333,265.4566667,45.48666667,24.46083333,26.88333333,1611.866667,2.430833333,521498333300.0,0.2112243136232133,96.83083332999999,0.2654566667,0.4548666667,0.2446083333,0.2688333333,0.3235368929556752,0.3323343863436272,Low Stress
France,2002,559.8588889,271.6822222,43.04444444,29.07111111,27.58222222,1759.964444,2.898888889,559858888900.0,0.6108849995274407,99.69777776999999,0.2716822222,0.4304444444,0.29071111110000003,0.27582222219999997,0.31810806792639956,0.3243526978352223,Low Stress
France,2003,496.7457143,355.3864286,48.725,27.32714286,22.945,1629.193571,3.2,496745714300.0,0.046661645866539946,98.99714286,0.35538642859999997,0.48725,0.2732714286,0.22945000000000002,0.30490282010816994,0.30493778315423364,Low Stress
France,2004,639.9192308,351.1707692,48.55769231,28.46,24.10153846,1543.357692,1.962307692,639919230800.0,1.4449962540964691,101.11923077,0.3511707692,0.4855769231,0.2846,0.2410153846,0.41462794666267166,0.46626031187463224,Moderate Stress
France,2005,468.018,277.3433333,49.49533333,21.51133333,25.398,1758.994667,2.709333333,468018000000.0,0.3459622639628713,96.40466666,0.2773433333,0.4949533333,0.2151133333,0.25398,0.2660713012838259,0.24784603938043775,Low Stress
France,2006,479.364,279.85,46.83,25.544,22.986,1694.736,2.208,479364000000.0,0.2277535969781479,95.36,0.27985000000000004,0.4683,0.25544,0.22986,0.2828546747103973,0.272521665890546,Low Stress
France,2007,444.3490909,287.8509091,44.73545455,24.66818182,22.42545455,1251.492727,3.149090909,444349090900.0,0.5925575569025489,91.82909092,0.2878509091,0.4473545455,0.2466818182,0.2242545455,0.35505527224689976,0.3786740426109945,Low Stress
France,2008,581.205,319.28875,55.64625,24.8925,22.63125,1219.19125,3.58,581205000000.0,0.833280146578279,103.16999999999999,0.31928875,0.5564625,0.24892499999999998,0.22631250000000003,0.47671355909091373,0.5575412090454699,Moderate Stress
France,2009,443.732,224.906,54.27,15.066,34.202,1244.022,1.796,443732000000.0,0.598986738349526,103.538,0.224906,0.5427000000000001,0.15066000000000002,0.34202,0.35669144114814694,0.3810796074333031,Low Stress
France,2010,482.3266667,236.8355556,41.79,22.50333333,22.83888889,1691.601111,2.233333333,482326666700.0,0.19688695839829337,87.13222221999999,0.2368355556,0.4179,0.2250333333,0.2283888889,0.28513026124395824,0.27586732959988597,Low Stress
France,2011,591.6590909,233.2190909,46.34818182,28.80090909,27.61636364,1378.642727,2.286363636,591659090900.0,0.9421964298345917,102.76545455,0.2332190909,0.4634818182,0.2880090909,0.27616363639999997,0.4291605644542018,0.4876267821141739,Moderate Stress
France,2012,574.9869231,333.8,41.74307692,29.48923077,28.30307692,1242.627692,2.203846154,574986923100.0,0.7684969118208751,99.53538461,0.3338,0.4174307692,0.29489230769999997,0.2830307692,0.46271858160070684,0.5369652003499246,Moderate Stress
France,2013,465.4572727,311.8518182,52.59636364,28.76363636,24.28545455,1335.797273,3.513636364,465457272700.0,0.3726412839385798,105.64545455,0.3118518182,0.5259636364,0.2876363636,0.24285454550000002,0.348449036472917,0.36896127495378245,Low Stress
France,2014,595.2475,204.92,50.2375,31.2425,23.81833333,1743.239167,2.814166667,595247500000.0,0.9795823857932416,105.29833332999999,0.20492,0.502375,0.312425,0.23818333330000002,0.34146060464232325,0.35868658646534846,Low Stress
France,2015,606.3277778,241.6588889,44.18888889,31.35111111,25.66555556,1359.15,3.118888889,606327777800.0,1.0950226174659399,101.20555556000001,0.2416588889,0.4418888889,0.3135111111,0.25665555560000003,0.4461080659235552,0.5125437166248007,Moderate Stress
France,2016,591.9144444,308.6388889,45.31666667,28.64666667,28.17777778,1470.991111,2.65,591914444400.0,0.9448568385112072,102.14111111999999,0.30863888889999996,0.45316666669999994,0.2864666667,0.2817777778,0.4023915848122348,0.448269894382885,Moderate Stress
France,2017,462.96,251.9933333,46.40444444,26.21444444,26.85111111,1857.62,3.065555556,462960000000.0,0.3986592001173513,99.46999999,0.2519933333,0.4640444444,0.2621444444,0.26851111110000003,0.24922212293149298,0.2230736636811561,Low Stress
France,2018,634.2688889,220.4866667,47.54777778,29.30666667,25.22111111,1299.051111,2.135555556,634268888900.0,1.386127984749833,102.07555555999998,0.2204866667,0.47547777779999995,0.2930666667,0.2522111111,0.48825553015519496,0.5745107037908931,Moderate Stress
France,2019,426.8733333,371.6666667,54.625,33.6,24.49833333,1767.771667,2.816666667,426873333300.0,0.7746293011687352,112.72333333,0.3716666667,0.54625,0.336,0.24498333330000002,0.24147537901454555,0.2116840726433132,Low Stress
France,2020,350.044,284.768,55.97666667,32.71933333,25.42266667,1520.140667,1.996,350044000000.0,1.57507818841693,114.11866667,0.28476799999999997,0.5597666667,0.3271933333,0.2542266667,0.23027079506452017,0.19521061872407572,Low Stress
France,2021,564.2745455,236.3118182,51.02,23.17181818,26.48727273,1469.8,2.189090909,564274545500.0,0.6568896602491312,100.67909091,0.2363118182,0.5102,0.23171818179999998,0.2648727273,0.3839124680228603,0.42110111415367535,Low Stress
France,2022,474.2736364,208.1090909,49.97818182,25.19363636,20.55363636,1067.060909,2.716363636,474273636400.0,0.28078771434317135,95.72545454,0.20810909090000002,0.4997818182,0.2519363636,0.2055363636,0.44446725805415105,0.5101313313950135,Moderate Stress
France,2023,280.6042857,291.0928571,56.83285714,18.27857143,24.55428571,1516.63,2.277142857,280604285700.0,2.298538091748768,99.66571428,0.2910928571,0.5683285714,0.18278571429999999,0.24554285709999998,0.1850182877168459,0.12867846564755034,No Stress
France,2024,371.2733333,262.0233333,39.64666667,21.28,24.01333333,1786.175,3.071666667,371273333300.0,1.3538996946422608,84.94,0.2620233333,0.3964666667,0.21280000000000002,0.24013333329999997,0.2078594389127605,0.1622604936252499,Low Stress
Germany,2000,215.224,294.826,43.592,30.644,28.184,1112.872,3.1,215224000000.0,2.9797047072676617,102.41999999999999,0.29482600000000003,0.43592,0.30644,0.28184000000000003,0.193395107433739,0.14099442081478222,No Stress
Germany,2001,646.4285714,274.7657143,46.67285714,31.13285714,28.46285714,1664.31,2.58,646428571400.0,1.5128140291075336,106.26857141999999,0.2747657143,0.46672857139999996,0.3113285714,0.28462857140000003,0.38840634941807717,0.4277082089296002,Low Stress
Germany,2002,569.154,289.43,53.094,25.012,27.314,2031.092,1.803,569154000000.0,0.7077264143525689,105.41999999999999,0.28943,0.53094,0.25012,0.27314,0.2802206891662219,0.26864906877498657,Low Stress
Germany,2003,727.987,289.484,38.056,29.648,24.222,1384.207,2.231,727987000000.0,2.362533148283872,91.92599999999999,0.28948399999999996,0.38055999999999995,0.29648,0.24222000000000002,0.5259235071055123,0.6298917590170041,Moderate Stress
Germany,2004,436.425,178.7675,34.9675,40.955,29.1275,700.23,2.3675,436425000000.0,0.6751149535493652,105.05,0.17876750000000002,0.349675,0.40954999999999997,0.291275,0.6232595004498522,0.7729992593216056,Moderate Stress
Germany,2005,356.9516667,272.4358333,48.36916667,26.52,21.9375,1777.863333,3.26,356951666700.0,1.503110440084323,96.82666667,0.2724358333,0.48369166669999997,0.2652,0.219375,0.2007756502282282,0.1518456074510966,Low Stress
Germany,2006,519.47,297.8015385,53.29538462,32.12384615,25.04230769,1911.536923,2.576923077,519470000000.0,0.19009205770978804,110.46153846,0.2978015385,0.5329538462,0.32123846149999996,0.2504230769,0.2717551483048178,0.2562026720231066,Low Stress
Germany,2007,603.3772727,287.8272727,58.75636364,24.86090909,26.43363636,1477.133636,2.460909091,603377272700.0,1.0642826849079787,110.05090909,0.28782727269999997,0.5875636364,0.2486090909,0.2643363636,0.40847845990015763,0.4572190759607359,Moderate Stress
Germany,2008,625.7871429,285.2742857,47.80714286,35.81,20.66714286,1724.527143,1.632857143,625787142900.0,1.297760640455544,104.28428572,0.2852742857,0.4780714286,0.35810000000000003,0.20667142859999998,0.36287462649696317,0.39017038843616203,Low Stress
Germany,2009,129.6366667,266.55,47.27666667,29.82,13.82333333,1329.656667,2.166666667,129636666700.0,3.871399100020193,90.91999999999999,0.26655,0.47276666669999995,0.2982,0.1382333333,0.09749634617520404,0.0,No Stress
Germany,2010,322.49,263.3571429,43.07142857,27.53,23.22857143,1013.737143,1.607142857,322490000000.0,1.86215042621854,93.83,0.2633571429,0.43071428570000003,0.2753,0.2322857143,0.3181199408809666,0.32437015395593305,Low Stress
Germany,2011,613.3222222,184.7377778,39.73333333,23.77888889,23.37777778,1436.822222,3.415555556,613322222200.0,1.1678944620651612,86.89,0.1847377778,0.3973333333,0.23778888890000002,0.23377777779999998,0.42686020080221176,0.48424469003582754,Moderate Stress
Germany,2012,496.1746667,274.8626667,46.56466667,20.73533333,26.72066667,1663.107333,3.073333333,496174666700.0,0.052611123707261245,94.02066667,0.2748626667,0.4656466667,0.2073533333,0.2672066667,0.29834193912486345,0.29529169803138033,Low Stress
Germany,2013,373.52,350.7085714,58.90142857,30.94142857,27.59,1651.584286,2.021428571,373520000000.0,1.3304927251582164,117.43285714000001,0.3507085714,0.5890142857,0.3094142857,0.2759,0.22615860611306396,0.1891647043464287,Low Stress
Germany,2014,531.3715385,222.1376923,51.77230769,23.62461538,20.43615385,1711.955385,3.820769231,531371538500.00006,0.31408862047661035,95.83307692,0.2221376923,0.5177230769,0.23624615380000002,0.2043615385,0.3103886603329911,0.3130032978181393,Low Stress
Germany,2015,660.48,325.885,41.15833333,18.99666667,22.03833333,1783.005,1.963333333,660480000000.0,1.6592092912296046,82.19333333,0.325885,0.41158333329999996,0.1899666667,0.2203833333,0.37043081763651814,0.40127982070938156,Low Stress
Germany,2016,528.5615385,275.1153846,45.71384615,26.94307692,17.56,1593.666923,2.963846154,528561538500.0,0.2848125448352319,90.21692307,0.2751153846,0.45713846150000004,0.2694307692,0.17559999999999998,0.3316637440808577,0.3442828270993318,Low Stress
Germany,2017,548.83125,211.255,44.12,33.53875,24.8825,1364.22625,2.8675,548831250000.0,0.49599318793235103,102.54124999999999,0.211255,0.4412,0.3353875,0.248825,0.40230222076433436,0.44813850757444207,Moderate Stress
Germany,2018,514.1881818,285.7018182,46.78272727,30.7,25.52363636,1293.692727,3.062727273,514188181800.00006,0.13506326441896765,103.00636363,0.2857018182,0.4678272727,0.307,0.2552363636,0.39745773557247494,0.4410159402460636,Low Stress
Germany,2019,531.1414286,287.0771429,42.09428571,30.03285714,24.45,1919.274286,2.458571429,531141428600.00006,0.3116912130608701,96.57714285,0.2870771429,0.4209428571,0.3003285714,0.2445,0.2767407621069957,0.26353273261220206,Low Stress
Germany,2020,648.9569231,294.7538462,44.64384615,30.8,23.62307692,1532.419231,2.343076923,648956923100.0,1.5391557428503118,99.06692307,0.2947538462,0.4464384615,0.308,0.2362307692,0.4234852382246044,0.4792826770999309,Moderate Stress
Germany,2021,425.7872727,264.1345455,47.39818182,30.96818182,23.85545455,1441.611818,2.3,425787272700.0,0.7859444585625858,102.22181819000001,0.2641345455,0.47398181819999996,0.3096818182,0.23855454550000002,0.2953550098463469,0.2909001880878494,Low Stress
Germany,2022,528.0978571,281.5335714,52.33571429,26.935,24.12071429,1676.251429,2.732142857,528097857100.00006,0.27998166521249246,103.39142858,0.2815335714,0.5233571429,0.26935,0.24120714289999998,0.3150469243239047,0.3198520748490601,Low Stress
Germany,2023,564.022,248.521,53.012,28.683,25.183,1637.84,2.626,564022000000.0,0.6542585068110922,106.87799999999999,0.248521,0.53012,0.28683,0.25183,0.34436941337371174,0.3629632402715164,Low Stress
Germany,2024,551.2027273,253.6290909,55.76909091,25.41545455,23.27363636,916.2636364,3.237272727,551202727300.0,0.5207005006784762,104.45818182000001,0.2536290909,0.5576909091000001,0.2541545455,0.23273636360000002,0.6015765609401194,0.741120083223649,Moderate Stress
India,2000,422.3925,404.35,37.4875,39.08,23.735,1568.955,2.265,422392500000.0,0.8213130074417619,100.3025,0.40435000000000004,0.37487499999999996,0.3908,0.23735,0.26921900245704944,0.25247392297343013,Low Stress
India,2001,478.7561538,200.8846154,59.99,20.73461538,25.14,1766.200769,3.038461538,478756153800.0,0.23408646221997123,105.86461538,0.2008846154,0.5999,0.20734615380000002,0.2514,0.2710655335469396,0.2551887711958557,Low Stress
India,2002,344.7375,333.9275,44.505,26.87375,25.98875,1603.475,1.89,344737500000.0,1.6303641298372042,97.36749999999999,0.3339275,0.44505,0.2687375,0.2598875,0.2149939974118711,0.17275002373126838,Low Stress
India,2003,455.10375,298.295,46.62625,25.02,23.38,2220.125,2.235,455103750000.0,0.4805097941591926,95.02624999999999,0.29829500000000003,0.46626249999999997,0.2502,0.23379999999999998,0.20499014695118517,0.1580419390478849,Low Stress
India,2004,450.94,228.80875,52.235,21.03875,26.45125,1353.02875,2.3575,450940000000.0,0.5238899578431024,99.72500000000001,0.22880875,0.52235,0.2103875,0.26451250000000004,0.3332819055027471,0.3466619165627404,Low Stress
India,2005,479.3322222,338.3655556,51.53333333,28.48555556,23.52222222,1663.057778,2.076666667,479332222200.0,0.22808467501249527,103.54111111,0.3383655556,0.5153333333,0.28485555560000003,0.2352222222,0.28822343308868487,0.28041504186440713,Low Stress
India,2006,603.7157143,269.3114286,52.88571429,24.80142857,19.36714286,1877.765714,3.242857143,603715714300.0,1.067808749634593,97.05428572,0.2693114286,0.5288571429000001,0.24801428569999998,0.1936714286,0.32150747550607367,0.3293506508485817,Low Stress
India,2007,438.1342857,381.5571429,40.76285714,32.83571429,25.37285714,1676.654286,1.787142857,438134285700.0,0.6573067053479682,98.97142857,0.3815571429,0.40762857140000003,0.3283571429,0.2537285714,0.2613146248206352,0.24085257216428865,Low Stress
India,2008,629.8133333,341.8922222,46.10222222,35.65222222,19.91,2011.234444,3.021111111,629813333300.0,1.3397076350096317,101.66444444,0.3418922222,0.4610222222,0.35652222219999996,0.1991,0.3131476467991516,0.3170596765839025,Low Stress
India,2009,558.145,223.319,43.687,26.604,25.576,1710.032,2.351,558145000000.0,0.5930287927383594,95.86699999999999,0.223319,0.43687,0.26604,0.25576,0.3263944768285038,0.3365357271929937,Low Stress
India,2010,525.5208333,316.4225,52.28833333,23.4525,23.13333333,1320.158333,1.718333333,525520833300.00006,0.2531328596258622,98.87416666,0.3164225,0.5228833333,0.234525,0.2313333333,0.3980740947230002,0.4419221375764746,Low Stress
India,2011,715.1671429,269.5357143,65.79142857,30.23571429,28.43142857,1213.161429,3.002857143,715167142900.0,2.228969053561006,124.45857143,0.2695357143,0.6579142857,0.3023571429,0.2843142857,0.5895069904171838,0.7233748894064242,Moderate Stress
India,2012,598.0823077,328.2092308,49.09153846,27.76,23.63307692,1334.451538,2.146923077,598082307700.0,1.009116921257285,100.48461538000001,0.3282092308,0.4909153846,0.2776,0.2363307692,0.44818585813642337,0.515598574745825,Moderate Stress
India,2013,623.0138462,296.5915385,55.98846154,20.49846154,25.69076923,1236.723077,2.245384615,623013846200.0,1.2688669593291435,102.17769231,0.29659153850000003,0.5598846154,0.20498461540000001,0.2569076923,0.5037618022874493,0.5973086818835353,Moderate Stress
India,2014,500.4377778,236.1577778,54.77888889,35.39888889,26.25222222,1814.193333,2.734444444,500437777800.0,0.008195763197938308,116.43,0.2361577778,0.5477888889,0.3539888889,0.2625222222,0.2758458917785032,0.2622170563509625,Low Stress
India,2015,551.1209091,232.7263636,41.87272727,30.28090909,22.2,1314.403636,3.02,551120909100.0,0.5198480751225891,94.35363636000001,0.2327263636,0.4187272727,0.3028090909,0.222,0.4192935061996435,0.47311981512638757,Moderate Stress
India,2016,425.52625,312.06125,44.6225,28.97875,22.28625,1839.97875,3.09375,425526250000.0,0.7886639319822715,95.8875,0.31206124999999996,0.44622500000000004,0.28978750000000003,0.2228625,0.23126693718609523,0.19667518906510487,Low Stress
India,2017,628.4944444,273.0844444,53.49666667,25.77222222,29.67666667,1399.413333,2.351111111,628494444400.0,1.325966748461955,108.94555556,0.2730844444,0.5349666667,0.2577222222,0.2967666667,0.4491128029005281,0.5169614082008881,Moderate Stress
India,2018,407.4209091,290.4927273,50.45636364,31.29090909,23.58636364,1713.833636,2.441818182,407420909100.0,0.9772950101677985,105.33363637,0.29049272730000003,0.5045636364,0.3129090909,0.2358636364,0.2377248879598953,0.2061699418340962,Low Stress
India,2019,427.826,271.546,52.226,26.398,27.722,999.733,2.24,427826000000.0,0.7647039124248839,106.346,0.271546,0.52226,0.26398,0.27722,0.42794026004943325,0.48583263888948486,Moderate Stress
India,2020,446.3557143,289.6614286,64.49857143,26.79285714,24.05285714,1574.561429,2.675714286,446355714300.0,0.5716514862825639,115.34428571,0.28966142860000005,0.6449857143,0.2679285714,0.2405285714,0.283479390564952,0.27344014960118845,Low Stress
India,2021,442.6990909,276.6518182,45.21909091,24.58636364,22.59363636,1742.164545,2.157272727,442699090900.0,0.6097481351261341,92.39909091,0.27665181819999995,0.4521909091,0.24586363639999997,0.22593636360000002,0.25410865590770015,0.2302580514431132,Low Stress
India,2022,497.8878571,354.5978571,47.52,33.61357143,22.99142857,2146.368571,2.968571429,497887857100.0,0.03476219426296118,104.125,0.3545978571,0.4752,0.3361357143,0.2299142857,0.2319675492024338,0.19770525852755835,Low Stress
India,2023,451.2883333,273.0,48.39166667,25.33166667,27.9325,1603.4575,2.905833333,451288333300.0,0.5202608361209636,101.65583334,0.273,0.4839166667,0.2533166667,0.279325,0.28144701889510637,0.2704520706864073,Low Stress
India,2024,479.7509091,337.7518182,42.76363636,26.45818182,22.64727273,1391.921818,2.178181818,479750909100.0,0.22372257203937987,91.86909091,0.3377518182,0.4276363636,0.2645818182,0.2264727273,0.3446679999522789,0.36340223490664675,Low Stress
Indonesia,2000,423.4445455,252.3945455,55.17454545,23.11818182,23.12,1519.429091,1.845454545,423444545500.0,0.8103522374644767,101.41272727,0.2523945455,0.5517454545,0.2311818182,0.23120000000000002,0.2786866119703641,0.2663936035022703,Low Stress
Indonesia,2001,424.1808333,225.1841667,51.20666667,26.98833333,22.4225,1029.774167,2.27,424180833300.0,0.8026811992699485,100.61749999999999,0.2251841667,0.5120666667,0.2698833333,0.224225,0.41191636661050557,0.4622736320267312,Moderate Stress
Indonesia,2002,335.6527273,297.6672727,46.07,24.10818182,24.83090909,1428.850909,2.860909091,335652727300.0,1.7250141272571065,95.00909091,0.2976672727,0.4607,0.2410818182,0.24830909089999997,0.23491095200052112,0.20203277399589809,Low Stress
Indonesia,2003,500.5683333,261.5366667,42.46,29.235,32.735,1433.571667,2.673333333,500568333300.0,0.006835566509896204,104.42999999999999,0.26153666670000003,0.42460000000000003,0.29235,0.32735,0.349175660221806,0.37002958796721835,Low Stress
Indonesia,2004,494.8585714,301.0928571,45.92285714,31.55714286,25.17857143,1392.615714,2.885714286,494858571400.0,0.06632290504322602,102.65857143,0.3010928571,0.45922857139999995,0.3155714286,0.2517857143,0.3553446700515976,0.37909952752157056,Low Stress
Indonesia,2005,340.6314286,190.9514286,48.94285714,25.14857143,21.47857143,1467.027143,2.484285714,340631428600.0,1.6731433671664921,95.57000000000001,0.1909514286,0.4894285714,0.2514857143,0.21478571429999999,0.2321916334168331,0.19803471663117023,Low Stress
Indonesia,2006,361.7125,302.7758333,51.29416667,32.1525,25.795,1684.0775,2.240833333,361712500000.0,1.4535095447794153,109.24166667000001,0.30277583329999996,0.5129416667000001,0.32152500000000006,0.25795,0.21478376143615716,0.1724409258947457,Low Stress
Indonesia,2007,437.59,320.209,53.373,27.334,21.352,1263.136,2.703,437590000000.0,0.662977363470289,102.059,0.320209,0.5337299999999999,0.27333999999999997,0.21352000000000002,0.3464314214779723,0.3659948919274936,Low Stress
Indonesia,2008,497.0171429,172.4414286,52.15285714,29.28428571,28.8,1801.191429,1.715714286,497017142900.0,0.04383375824204375,110.23714285,0.1724414286,0.5215285714,0.29284285709999996,0.28800000000000003,0.27593799020903514,0.2623524633645713,Low Stress
Indonesia,2009,526.372,302.216,37.624,35.81666667,22.36333333,1692.661333,2.552666667,526372000000.0,0.2620007673456555,95.804,0.302216,0.37624,0.35816666669999997,0.2236333333,0.310973016124307,0.31386244245426476,Low Stress
Indonesia,2010,394.0853846,304.9284615,52.38,27.93769231,24.42076923,1642.244615,2.413846154,394085384600.0,1.116231602331303,104.73846154,0.3049284615,0.5238,0.2793769231,0.2442076923,0.23996753041568047,0.2094671697648682,Low Stress
Indonesia,2011,513.07,272.754,44.916,29.192,23.584,905.278,2.846,513070000000.00006,0.12341345126679254,97.69200000000001,0.272754,0.44915999999999995,0.29192,0.23584,0.5667540799621774,0.6899225967036474,Moderate Stress
Indonesia,2012,612.3836364,215.1918182,42.14818182,20.18,23.01454545,1876.305455,2.367272727,612383636400.0,1.158115775632163,85.34272727,0.2151918182,0.42148181819999997,0.2018,0.2301454545,0.3263773682308033,0.33651057340798046,Low Stress
Indonesia,2013,524.205,254.6675,61.595,22.84,17.195,2360.075,3.8925,524205000000.00006,0.2394238079453483,101.63,0.2546675,0.61595,0.2284,0.17195,0.22211370401364366,0.1832177179487342,Low Stress
Indonesia,2014,398.7266667,336.8008333,54.00166667,22.195,19.96083333,1911.3125,2.679166667,398726666700.0,1.0678762550599246,96.1575,0.33680083330000005,0.5400166667,0.22195,0.1996083333,0.20861406321572218,0.1633699742393112,Low Stress
Indonesia,2015,501.6763636,220.6218182,44.81181818,27.18545455,20.43818182,1632.34,3.057272727,501676363600.0,0.0047084829120747655,92.43545455,0.2206218182,0.4481181818,0.2718545455,0.2043818182,0.3073357043263046,0.308514712582139,Low Stress
Indonesia,2016,648.6128571,278.6271429,50.79,23.61428571,17.92285714,1720.858571,2.345714286,648612857100.0,1.535571080130872,92.32714285,0.2786271429,0.5079,0.23614285710000002,0.1792285714,0.3769123552803573,0.41080925189378054,Low Stress
Indonesia,2017,719.6828571,255.6357143,57.0,24.55285714,21.01857143,1321.295714,1.97,719682857100.0,2.2760161676158255,102.57142857,0.2556357143,0.57,0.2455285714,0.21018571430000002,0.5446796273343546,0.6574678014360368,Moderate Stress
Indonesia,2018,439.709,252.516,48.88,31.032,27.669,1275.087,2.235,439709000000.0,0.6409004936183031,107.581,0.252516,0.4888,0.31032,0.27669,0.3448462732346891,0.36366433983762086,Low Stress
Indonesia,2019,413.0072727,203.0927273,49.46818182,28.99818182,25.38090909,1795.614545,2.734545455,413007272700.0,0.9190933008034431,103.84727273,0.2030927273,0.49468181819999996,0.2899818182,0.2538090909,0.2300088701386633,0.19482552560364863,Low Stress
Indonesia,2020,558.59875,288.03,42.735,21.86625,25.2175,1081.8,2.4775,558598750000.0,0.5977562017498453,89.81875,0.28802999999999995,0.42735,0.2186625,0.25217500000000004,0.5163604640414124,0.6158317680394921,Moderate Stress
Indonesia,2021,463.8866667,277.4533333,54.28,26.78333333,13.66833333,1869.676667,2.3,463886666700.0,0.3890046932121748,94.73166666,0.2774533333,0.5428000000000001,0.26783333330000003,0.1366833333,0.2481106358589434,0.22143950830750367,Low Stress
Indonesia,2022,622.5435714,247.8207143,53.53428571,28.62142857,25.91571429,1504.516429,2.162857143,622543571400.0,1.2639673861558223,108.07142857,0.2478207143,0.5353428571,0.2862142857,0.2591571429,0.41378316607269167,0.4650182796686198,Moderate Stress
Indonesia,2023,559.205,237.0475,53.07333333,28.7225,21.2775,1566.625833,3.325833333,559205000000.0,0.6040724369304812,103.07333333,0.23704750000000002,0.5307333332999999,0.287225,0.212775,0.3569486652273275,0.38145778916983153,Low Stress
Indonesia,2024,439.8463636,366.2672727,43.77181818,22.86181818,26.39,1730.264545,2.250909091,439846363600.0,0.6394693665208041,93.02363636,0.3662672727,0.4377181818,0.22861818180000001,0.2639,0.2542075804945769,0.23040349456091772,Low Stress
Italy,2000,365.1183333,398.7416667,42.66333333,22.915,25.855,1648.945,2.433333333,365118333300.0,1.4180257606823603,91.43333333,0.3987416667,0.42663333330000003,0.22915,0.25855,0.22142541643293137,0.18220576839356828,Low Stress
Italy,2001,668.278,238.974,55.974,21.93,24.856,978.386,2.61,668278000000.0,1.7404530057674923,102.75999999999999,0.238974,0.55974,0.2193,0.24856,0.6830412536565323,0.8608929250796494,Moderate Stress
Italy,2002,613.6314286,285.0871429,44.40785714,28.24,24.73285714,1849.275714,1.942857143,613631428600.0,1.1711159389175447,97.38071428,0.2850871429,0.44407857139999996,0.2824,0.2473285714,0.33182257461907055,0.3445163464842449,Low Stress
Italy,2003,446.749,250.302,51.775,23.841,19.903,1396.319,1.931,446749000000.0,0.5675540265310076,95.519,0.25030199999999997,0.5177499999999999,0.23841,0.19902999999999998,0.3199476623894683,0.32705734753507826,Low Stress
Italy,2004,604.7344444,124.6977778,46.64666667,34.08111111,26.06,1317.36,2.895555556,604734444400.0,1.0784224220423335,106.78777778,0.12469777779999999,0.46646666670000003,0.3408111111,0.2606,0.4590502553592033,0.5315718717292754,Moderate Stress
Italy,2005,482.9130769,270.8076923,55.45230769,37.81846154,26.71769231,1916.143077,2.935384615,482913076900.0,0.1907774248139244,119.98846154,0.27080769229999996,0.5545230769,0.37818461540000003,0.2671769231,0.25202349589471706,0.22719236087027977,Low Stress
