Country,Year,Total Water Consumption (Billion Cubic Meters),Per Capita Water Use (Liters per Day),Agricultural Water Use (%),Industrial Water Use (%),Household Water Use (%),Rainfall Impact (Annual Precipitation in mm),Groundwater Depletion Rate (%),CrisisSeverity,MitigationEfforts,Policy,Investment (Million USD),Regulations,consumption_rainfall_ratio,investment_consumption_ratio,groundwater_stress,usage_balance,water_stress_index
China,2010,557.6533333,252.5793333,54.532,30.60133333,26.17533333,1626.742667,1.541333333,1,Moderate conservation policies,Water conservation policy level 1,5576.53,"Agriculture, Industry, Household",0.3428036558040313,9.999994023168515,389.30894564220694,111.30866666,45.63278988159148
China,2011,578.89,262.365,58.845,30.8525,28.305,1197.7875,2.2475,2,Moderate conservation policies,Water conservation policy level 2,5788.9,"Agriculture, Industry, Household",0.48329941663275,10.0,589.6653375000001,118.0025,64.55919426514843
China,2012,542.623,299.206,48.454,27.471,19.249,1929.226,2.306,2,Moderate conservation policies,Water conservation policy level 2,5426.23,"Agriculture, Industry, Household",0.2812646107817332,9.999999999999998,689.9690360000001,95.17399999999999,71.5840273282529
China,2013,543.57,261.1914286,53.80428571,25.29,24.46857143,1088.364286,1.625714286,1,Moderate conservation policies,Water conservation policy level 1,5435.7,"Agriculture, Industry, Household",0.4994375568843317,9.999999999999998,424.622636855769,103.56285714,48.153175595695764
China,2014,624.3155556,288.2322222,55.65333333,28.84222222,26.51111111,1302.847778,2.283333333,2,Moderate conservation policies,Water conservation policy level 2,6243.16,"Agriculture, Industry, Household",0.4791930155941825,10.000007118195214,658.1302405939226,111.00666666000001,70.14687281367114
China,2015,347.4677778,182.4388889,47.64,26.65111111,25.84888889,1616.388889,3.206666667,2,Moderate conservation policies,Water conservation policy level 2,3474.68,"Agriculture, Industry, Household",0.21496545798144248,10.00000639483757,585.0207038001463,100.14,62.488660877571945
China,2016,524.2093333,289.5946667,51.64733333,32.768,28.11466667,1755.536667,3.066,2,Moderate conservation policies,Water conservation policy level 2,5242.09,"Agriculture, Industry, Household",0.2986034659109743,9.999993641852999,887.8972481022,112.53,91.1569482870353
China,2017,525.1928571,299.985,58.73428571,30.68357143,28.44214286,2011.710714,2.136428571,2,Moderate conservation policies,Water conservation policy level 2,5251.93,"Agriculture, Industry, Household",0.2610677834765461,10.000002720905247,640.8965248714351,117.86,69.18340040122132
China,2018,510.1583333,333.8425,54.6525,25.3025,25.25583333,1725.075,2.175833333,2,Moderate conservation policies,Water conservation policy level 2,5101.58,"Agriculture, Industry, Household",0.2957311034592699,9.999993466734184,726.3856394720524,105.21083333,75.80842719837433
China,2019,607.9222222,291.7477778,56.23888889,26.22666667,28.19666667,1634.894444,2.55,2,Moderate conservation policies,Water conservation policy level 2,6079.22,"Agriculture, Industry, Household",0.37184187910788447,9.999996344927165,743.9568333899999,110.66222223,77.90828929632542
China,2020,415.4814286,246.5278571,47.83357143,28.22571429,23.76214286,1845.061429,2.253571429,2,Moderate conservation policies,Water conservation policy level 2,4154.81,"Agriculture, Industry, Household",0.225185688709121,9.99998968425613,555.5681352131548,99.82142857999999,59.783215108199876
China,2021,436.1333333,261.1344444,40.21666667,25.81,26.01111111,1528.583333,2.482222222,2,Moderate conservation policies,Water conservation policy level 2,4361.33,"Agriculture, Industry, Household",0.2853186502066878,9.999992357841638,648.1937208193034,92.03777778,67.50157573702195
China,2022,528.547,273.902,46.55,26.054,22.024,1786.207,2.078,2,Moderate conservation policies,Water conservation policy level 2,5285.47,"Agriculture, Industry, Household",0.29590467398235476,10.0,569.1683559999999,94.628,60.55384187945294
China,2023,369.989,364.445,45.533,26.864,23.03,1682.639,2.361,2,Moderate conservation policies,Water conservation policy level 2,3699.89,"Agriculture, Industry, Household",0.21988614313587168,10.0,860.454645,95.427,87.10013919483055
China,2024,507.325,253.1391667,50.8875,25.61,26.77833333,1796.505833,2.5125,2,Moderate conservation policies,Water conservation policy level 2,5073.25,"Agriculture, Industry, Household",0.2823954092889383,10.0,636.01215633375,103.27583333,67.41548955209444
France,2000,488.93375,220.8825,56.37125,21.8425,25.03,1408.97,3.01875,2,Moderate conservation policies,Water conservation policy level 2,4889.34,"Agriculture, Industry, Household",0.3470150180628402,10.000005113167173,666.7890468749999,103.24375,70.2163138968465
France,2001,521.4983333,265.4566667,45.48666667,24.46083333,26.88333333,1611.866667,2.430833333,2,Moderate conservation policies,Water conservation policy level 2,5214.98,"Agriculture, Industry, Household",0.3235368929556752,9.999993608800283,645.2809138814312,96.83083332999999,67.67597423955038
France,2002,559.8588889,271.6822222,43.04444444,29.07111111,27.58222222,1759.964444,2.898888889,2,Moderate conservation policies,Water conservation policy level 2,5598.59,"Agriculture, Industry, Household",0.31810806792639956,10.000001984428616,787.5765752744093,99.69777776999999,80.87202732977913
France,2003,496.7457143,355.3864286,48.725,27.32714286,22.945,1629.193571,3.2,2,Moderate conservation policies,Water conservation policy level 2,4967.46,"Agriculture, Industry, Household",0.30490282010816994,10.000005751433617,1137.23657152,98.99714286,112.59436087464691
France,2004,639.9192308,351.1707692,48.55769231,28.46,24.10153846,1543.357692,1.962307692,1,Moderate conservation policies,Water conservation policy level 1,6399.19,"Agriculture, Industry, Household",0.41462794666267166,9.999996393294825,689.1051016067166,101.11923077,71.96720180798712
France,2005,468.018,277.3433333,49.49533333,21.51133333,25.398,1758.994667,2.709333333,2,Moderate conservation policies,Water conservation policy level 2,4680.18,"Agriculture, Industry, Household",0.2660713012838259,10.000000000000002,751.4155375950188,96.40466666,77.2805705051184
France,2006,479.364,279.85,46.83,25.544,22.986,1694.736,2.208,2,Moderate conservation policies,Water conservation policy level 2,4793.64,"Agriculture, Industry, Household",0.2828546747103973,10.000000000000002,617.9088000000002,95.36,65.05015042497368
France,2007,444.3490909,287.8509091,44.73545455,24.66818182,22.42545455,1251.492727,3.149090909,2,Moderate conservation policies,Water conservation policy level 2,4443.49,"Agriculture, Industry, Household",0.35505527224689976,9.999997954311105,906.4686809941954,91.82909092,90.9684557526911
France,2008,581.205,319.28875,55.64625,24.8925,22.63125,1219.19125,3.58,2,Moderate conservation policies,Water conservation policy level 2,5812.05,"Agriculture, Industry, Household",0.47671355909091373,10.0,1143.053725,103.16999999999999,113.51822168719009
France,2009,443.732,224.906,54.27,15.066,34.202,1244.022,1.796,1,Moderate conservation policies,Water conservation policy level 1,4437.32,"Agriculture, Industry, Household",0.35669144114814694,9.999999999999998,403.931176,103.538,46.256897040104384
France,2010,482.3266667,236.8355556,41.79,22.50333333,22.83888889,1691.601111,2.233333333,2,Moderate conservation policies,Water conservation policy level 2,4823.27,"Agriculture, Industry, Household",0.28513026124395824,10.000006910254461,528.9327407610548,87.13222221999999,56.213609526541156
France,2011,591.6590909,233.2190909,46.34818182,28.80090909,27.61636364,1378.642727,2.286363636,2,Moderate conservation policies,Water conservation policy level 2,5916.59,"Agriculture, Industry, Household",0.4291605644542018,9.9999984636423,533.2236486547384,102.76545455,58.03803208512455
France,2012,574.9869231,333.8,41.74307692,29.48923077,28.30307692,1242.627692,2.203846154,2,Moderate conservation policies,Water conservation policy level 2,5749.87,"Agriculture, Industry, Household",0.46271858160070684,10.00000133742172,735.6438462052,99.53538461,76.14925886846618
France,2013,465.4572727,311.8518182,52.59636364,28.76363636,24.28545455,1335.797273,3.513636364,2,Moderate conservation policies,Water conservation policy level 2,4654.57,"Agriculture, Industry, Household",0.348449036472917,9.999994141245265,1095.733888607037,105.64545455,109.42985757420055
France,2014,595.2475,204.92,50.2375,31.2425,23.81833333,1743.239167,2.814166667,2,Moderate conservation policies,Water conservation policy level 2,5952.47,"Agriculture, Industry, Household",0.34146060464232325,9.99999160013272,576.6790334016399,105.29833332999999,62.210849990833225
France,2015,606.3277778,241.6588889,44.18888889,31.35111111,25.66555556,1359.15,3.118888889,2,Moderate conservation policies,Water conservation policy level 2,6063.28,"Agriculture, Industry, Household",0.4461080659235552,10.000003664684483,753.7072235182955,101.20555556000001,77.94169104659211
France,2016,591.9144444,308.6388889,45.31666667,28.64666667,28.17777778,1470.991111,2.65,2,Moderate conservation policies,Water conservation policy level 2,5919.14,"Agriculture, Industry, Household",0.4023915848122348,9.999992492158214,817.893055585,102.14111111999999,83.85792617107768
France,2017,462.96,251.9933333,46.40444444,26.21444444,26.85111111,1857.62,3.065555556,2,Moderate conservation policies,Water conservation policy level 2,4629.6,"Agriculture, Industry, Household",0.24922212293149298,10.000000000000002,772.4995629727748,99.46999999,79.47443500779147
France,2018,634.2688889,220.4866667,47.54777778,29.30666667,25.22111111,1299.051111,2.135555556,2,Moderate conservation policies,Water conservation policy level 2,6342.69,"Agriculture, Industry, Household",0.48825553015519496,10.00000175162304,470.86152609510515,102.07555555999998,52.311385959584676
France,2019,426.8733333,371.6666667,54.625,33.6,24.49833333,1767.771667,2.816666667,2,Moderate conservation policies,Water conservation policy level 2,4268.73,"Agriculture, Industry, Household",0.24147537901454555,9.999992192063218,1046.861111328889,112.72333333,105.62061315608854
France,2020,350.044,284.768,55.97666667,32.71933333,25.42266667,1520.140667,1.996,1,Moderate conservation policies,Water conservation policy level 1,3500.44,"Agriculture, Industry, Household",0.23027079506452017,10.0,568.3969279999999,114.11866667,62.15871504227858
France,2021,564.2745455,236.3118182,51.02,23.17181818,26.48727273,1469.8,2.189090909,2,Moderate conservation policies,Water conservation policy level 2,5642.75,"Agriculture, Industry, Household",0.3839124680228603,10.000008054589802,517.3080529108807,100.67909091,56.397327457415
France,2022,474.2736364,208.1090909,49.97818182,25.19363636,20.55363636,1067.060909,2.716363636,2,Moderate conservation policies,Water conservation policy level 2,4742.74,"Agriculture, Industry, Household",0.44446725805415105,10.00000766646029,565.2999668417785,95.72545454,60.315402384926855
France,2023,280.6042857,291.0928571,56.83285714,18.27857143,24.55428571,1516.63,2.277142857,2,Moderate conservation policies,Water conservation policy level 2,2806.04,"Agriculture, Industry, Household",0.1850182877168459,9.999989818402122,662.8600202689867,99.66571428,69.51922369577126
France,2024,371.2733333,262.0233333,39.64666667,21.28,24.01333333,1786.175,3.071666667,2,Moderate conservation policies,Water conservation policy level 2,3712.73,"Industry, Household",0.2078594389127605,9.999991022786446,804.8483388738412,84.94,81.0906296618776
Germany,2000,215.224,294.826,43.592,30.644,28.184,1112.872,3.1,2,Moderate conservation policies,Water conservation policy level 2,2152.24,"Agriculture, Industry, Household",0.193395107433739,10.0,913.9606000000001,102.41999999999999,92.59763591885762
Germany,2001,646.4285714,274.7657143,46.67285714,31.13285714,28.46285714,1664.31,2.58,2,Moderate conservation policies,Water conservation policy level 2,6464.29,"Agriculture, Industry, Household",0.38840634941807717,10.000006630276243,708.8955428940001,106.26857141999999,74.3229116256348
Germany,2002,569.154,289.43,53.094,25.012,27.314,2031.092,1.803,1,Moderate conservation policies,Water conservation policy level 1,5691.54,"Agriculture, Industry, Household",0.2802206891662219,10.0,521.84229,105.41999999999999,57.140228244469654
Germany,2003,727.987,289.484,38.056,29.648,24.222,1384.207,2.231,2,Moderate conservation policies,Water conservation policy level 2,7279.87,"Industry, Household",0.5259235071055123,10.0,645.8388039999999,91.92599999999999,67.29915704610049
Germany,2004,436.425,178.7675,34.9675,40.955,29.1275,700.23,2.3675,2,Moderate conservation policies,Water conservation policy level 2,4364.25,"Industry, Household",0.6232595004498522,10.0,423.2320562500001,105.05,48.26411961367727
Germany,2005,356.9516667,272.4358333,48.36916667,26.52,21.9375,1777.863333,3.26,2,Moderate conservation policies,Water conservation policy level 2,3569.52,"Agriculture, Industry, Household",0.2007756502282282,10.00000933739862,888.140816558,96.82666667,89.74249281061816
Germany,2006,519.47,297.8015385,53.29538462,32.12384615,25.04230769,1911.536923,2.576923077,2,Moderate conservation policies,Water conservation policy level 2,5194.7,"Agriculture, Industry, Household",0.2717551483048178,10.0,767.411656926754,110.46153846,80.01317732136899
Germany,2007,603.3772727,287.8272727,58.75636364,24.86090909,26.43363636,1477.133636,2.460909091,2,Moderate conservation policies,Water conservation policy level 2,6033.77,"Agriculture, Industry, Household",0.40847845990015763,9.999995480439646,708.316752025166,110.05090909,74.61604334607068
Germany,2008,625.7871429,285.2742857,47.80714286,35.81,20.66714286,1724.527143,1.632857143,1,Moderate conservation policies,Water conservation policy level 1,6257.87,"Agriculture, Industry, Household",0.36287462649696317,9.999997716475935,465.8121551194678,104.28428572,51.95085764518167
Germany,2009,129.6366667,266.55,47.27666667,29.82,13.82333333,1329.656667,2.166666667,2,Moderate conservation policies,Water conservation policy level 2,1296.37,"Agriculture, Industry, Household",0.09749634617520404,10.000025710318575,577.52500008885,90.91999999999999,60.95826628896173
Germany,2010,322.49,263.3571429,43.07142857,27.53,23.22857143,1013.737143,1.607142857,1,Moderate conservation policies,Water conservation policy level 1,3224.9,"Agriculture, Industry, Household",0.3181199408809666,10.0,423.2525510516632,93.83,47.12733372659493
Germany,2011,613.3222222,184.7377778,39.73333333,23.77888889,23.37777778,1436.822222,3.415555556,2,Moderate conservation policies,Water conservation policy level 2,6133.22,"Industry, Household",0.42686020080221176,9.99999637710828,630.9821433678835,86.89,65.48174916381569
Germany,2012,496.1746667,274.8626667,46.56466667,20.73533333,26.72066667,1663.107333,3.073333333,2,Moderate conservation policies,Water conservation policy level 2,4961.75,"Agriculture, Industry, Household",0.29834193912486345,10.00000671739253,844.744595566379,94.02066667,85.55118449951055
Germany,2013,373.52,350.7085714,58.90142857,30.94142857,27.59,1651.584286,2.021428571,2,Moderate conservation policies,Water conservation policy level 2,3735.2,"Agriculture, Industry, Household",0.22615860611306396,10.0,708.9323263225534,117.43285714000001,75.32648564260604
Germany,2014,531.3715385,222.1376923,51.77230769,23.62461538,20.43615385,1711.955385,3.820769231,2,Moderate conservation policies,Water conservation policy level 2,5313.72,"Agriculture, Industry, Household",0.3103886603329911,10.000008685071867,848.7368597851856,95.83307692,86.07996161407871
Germany,2015,660.48,325.885,41.15833333,18.99666667,22.03833333,1783.005,1.963333333,1,Moderate conservation policies,Water conservation policy level 1,6604.8,"Agriculture, Industry, Household",0.37043081763651814,10.0,639.820883224705,82.19333333,65.76224067021286
Germany,2016,528.5615385,275.1153846,45.71384615,26.94307692,17.56,1593.666923,2.963846154,2,Moderate conservation policies,Water conservation policy level 2,5285.62,"Agriculture, Industry, Household",0.3316637440808577,10.000008731244451,815.399674552941,90.21692307,82.54068551673812
Germany,2017,548.83125,211.255,44.12,33.53875,24.8825,1364.22625,2.8675,2,Moderate conservation policies,Water conservation policy level 2,5488.31,"Agriculture, Industry, Household",0.40230222076433436,9.999995444865796,605.7737125,102.54124999999999,64.61068718464686
Germany,2018,514.1881818,285.7018182,46.78272727,30.7,25.52363636,1293.692727,3.062727273,2,Moderate conservation policies,Water conservation policy level 2,5141.88,"Agriculture, Industry, Household",0.39745773557247494,9.999996464329472,875.0267505468278,103.00636363,89.13008064063632
Germany,2019,531.1414286,287.0771429,42.09428571,30.03285714,24.45,1919.274286,2.458571429,2,Moderate conservation policies,Water conservation policy level 2,5311.41,"Agriculture, Industry, Household",0.2767407621069957,9.99999193058615,705.7996614528903,96.57714285,73.150375940514
Germany,2020,648.9569231,294.7538462,44.64384615,30.8,23.62307692,1532.419231,2.343076923,2,Moderate conservation policies,Water conservation policy level 2,6489.57,"Agriculture, Industry, Household",0.4234852382246044,10.000001184978498,690.6309349967112,99.06692307,72.01102345212922
Germany,2021,425.7872727,264.1345455,47.39818182,30.96818182,23.85545455,1441.611818,2.3,2,Moderate conservation policies,Water conservation policy level 2,4257.87,"Agriculture, Industry, Household",0.2953550098463469,9.999993595393345,607.50945465,102.22181819000001,64.72973112893756
Germany,2022,528.0978571,281.5335714,52.33571429,26.935,24.12071429,1676.251429,2.732142857,2,Moderate conservation policies,Water conservation policy level 2,5280.98,"Agriculture, Industry, Household",0.3150469243239047,10.000002705937886,769.1899361062095,103.39142858,79.53601785372814
Germany,2023,564.022,248.521,53.012,28.683,25.183,1637.84,2.626,2,Moderate conservation policies,Water conservation policy level 2,5640.22,"Agriculture, Industry, Household",0.34436941337371174,10.0,652.616146,106.87799999999999,69.25804685576124
Germany,2024,551.2027273,253.6290909,55.76909091,25.41545455,23.27363636,916.2636364,3.237272727,2,Moderate conservation policies,Water conservation policy level 2,5512.03,"Agriculture, Industry, Household",0.6015765609401194,10.000004947363038,821.0665387443739,104.45818182000001,84.37507997192382
India,2000,422.3925,404.35,37.4875,39.08,23.735,1568.955,2.265,2,Moderate conservation policies,Water conservation policy level 2,4223.93,"Industry, Household",0.26921900245704944,10.000011837331392,915.8527500000001,100.3025,92.58394300505839
India,2001,478.7561538,200.8846154,59.99,20.73461538,25.14,1766.200769,3.038461538,2,Moderate conservation policies,Water conservation policy level 2,4787.56,"Agriculture, Industry, Household",0.2710655335469396,9.999996787508657,610.3801774688225,105.86461538,65.3196425655596
India,2002,344.7375,333.9275,44.505,26.87375,25.98875,1603.475,1.89,1,Moderate conservation policies,Water conservation policy level 1,3447.38,"Agriculture, Industry, Household",0.2149939974118711,10.000014503789115,631.122975,97.36749999999999,66.33677335116732
India,2003,455.10375,298.295,46.62625,25.02,23.38,2220.125,2.235,2,Moderate conservation policies,Water conservation policy level 2,4551.04,"Agriculture, Industry, Household",0.20499014695118517,10.000005493252912,666.689325,95.02624999999999,69.44728942322058
India,2004,450.94,228.80875,52.235,21.03875,26.45125,1353.02875,2.3575,2,Moderate conservation policies,Water conservation policy level 2,4509.4,"Agriculture, Industry, Household",0.3332819055027471,10.0,539.416628125,99.72500000000001,58.315900911863885
India,2005,479.3322222,338.3655556,51.53333333,28.48555556,23.52222222,1663.057778,2.076666667,2,Moderate conservation policies,Water conservation policy level 2,4793.32,"Agriculture, Industry, Household",0.28822343308868487,9.999995364384247,702.6724705754551,103.54111111,73.50019507610962
India,2006,603.7157143,269.3114286,52.88571429,24.80142857,19.36714286,1877.765714,3.242857143,2,Moderate conservation policies,Water conservation policy level 2,6037.16,"Agriculture, Industry, Household",0.32150747550607367,10.000004732359839,873.3384899270445,97.05428572,88.42853314971924
India,2007,438.1342857,381.5571429,40.76285714,32.83571429,25.37285714,1676.654286,1.787142857,1,Moderate conservation policies,Water conservation policy level 1,4381.34,"Agriculture, Industry, Household",0.2613146248206352,9.999993479168161,681.8971224710632,98.97142857,71.10275721045518
India,2008,629.8133333,341.8922222,46.10222222,35.65222222,19.91,2011.234444,3.021111111,2,Moderate conservation policies,Water conservation policy level 2,6298.13,"Agriculture, Industry, Household",0.3131476467991516,9.999994707955796,1032.894391252901,101.66444444,103.35204820757342
India,2009,558.145,223.319,43.687,26.604,25.576,1710.032,2.351,2,Moderate conservation policies,Water conservation policy level 2,5581.45,"Agriculture, Industry, Household",0.3263944768285038,10.0,525.022969,95.86699999999999,56.65603304334804
India,2010,525.5208333,316.4225,52.28833333,23.4525,23.13333333,1320.158333,1.718333333,1,Moderate conservation policies,Water conservation policy level 1,5255.21,"Agriculture, Industry, Household",0.3980740947230002,10.000003172091178,543.7193290611925,98.87416666,58.54467128244366
India,2011,715.1671429,269.5357143,65.79142857,30.23571429,28.43142857,1213.161429,3.002857143,2,Moderate conservation policies,Water conservation policy level 2,7151.67,"Agriculture, Industry, Household",0.5895069904171838,9.999998001865697,809.3772449793622,124.45857143,85.129590318194
India,2012,598.0823077,328.2092308,49.09153846,27.76,23.63307692,1334.451538,2.146923077,2,Moderate conservation policies,Water conservation policy level 2,5980.82,"Agriculture, Industry, Household",0.44818585813642337,9.999994855223168,704.6399716889391,100.48461538000001,73.41574096678899
India,2013,623.0138462,296.5915385,55.98846154,20.49846154,25.69076923,1236.723077,2.245384615,2,Moderate conservation policies,Water conservation policy level 2,6230.14,"Agriculture, Industry, Household",0.5037618022874493,10.000002468644974,665.9620774870801,102.17769231,70.05848714998504
India,2014,500.4377778,236.1577778,54.77888889,35.39888889,26.25222222,1814.193333,2.734444444,2,Moderate conservation policies,Water conservation policy level 2,5004.38,"Agriculture, Industry, Household",0.2758458917785032,10.000004440112436,645.7603234125966,116.43,69.496896430031
India,2015,551.1209091,232.7263636,41.87272727,30.28090909,22.2,1314.403636,3.02,2,Moderate conservation policies,Water conservation policy level 2,5511.21,"Agriculture, Industry, Household",0.4192935061996435,10.000001649365839,702.833618072,94.35363636000001,72.69149345848487
India,2016,425.52625,312.06125,44.6225,28.97875,22.28625,1839.97875,3.09375,2,Moderate conservation policies,Water conservation policy level 2,4255.26,"Agriculture, Industry, Household",0.23126693718609523,9.999994124921788,965.4394921874999,95.8875,96.68716610630445
India,2017,628.4944444,273.0844444,53.49666667,25.77222222,29.67666667,1399.413333,2.351111111,2,Moderate conservation policies,Water conservation policy level 2,6284.94,"Agriculture, Industry, Household",0.4491128029005281,9.999992929133995,642.0518714701017,108.94555556,68.49518401393367
India,2018,407.4209091,290.4927273,50.45636364,31.29090909,23.58636364,1713.833636,2.441818182,2,Moderate conservation policies,Water conservation policy level 2,4074.21,"Agriculture, Industry, Household",0.2377248879598953,10.000002231107878,709.3304232599078,105.33363637,74.26378352975956
India,2019,427.826,271.546,52.226,26.398,27.722,999.733,2.24,2,Moderate conservation policies,Water conservation policy level 2,4278.26,"Agriculture, Industry, Household",0.42794026004943325,10.0,608.26304,106.346,65.18518002364087
India,2020,446.3557143,289.6614286,64.49857143,26.79285714,24.05285714,1574.561429,2.675714286,2,Moderate conservation policies,Water conservation policy level 2,4463.56,"Agriculture, Industry, Household",0.283479390564952,10.0000064007246,775.0512226081889,115.34428571,81.1525880248534
India,2021,442.6990909,276.6518182,45.21909091,24.58636364,22.59363636,1742.164545,2.157272727,2,Moderate conservation policies,Water conservation policy level 2,4426.99,"Agriculture, Industry, Household",0.25410865590770015,9.999997946686545,596.8134222778222,92.39909091,62.86061371966125
India,2022,497.8878571,354.5978571,47.52,33.61357143,22.99142857,2146.368571,2.968571429,2,Moderate conservation policies,Water conservation policy level 2,4978.88,"Agriculture, Industry, Household",0.2319675492024338,10.000002870124225,1052.6490673716846,104.125,105.36415750115147
India,2023,451.2883333,273.0,48.39166667,25.33166667,27.9325,1603.4575,2.905833333,2,Moderate conservation policies,Water conservation policy level 2,4512.88,"Agriculture, Industry, Household",0.28144701889510637,9.99999261447781,793.292499909,101.65583334,81.56639842530369
India,2024,479.7509091,337.7518182,42.76363636,26.45818182,22.64727273,1391.921818,2.178181818,2,Moderate conservation policies,Water conservation policy level 2,4797.51,"Agriculture, Industry, Household",0.3446679999522789,10.000001894733252,735.6848693996815,91.86909091,75.44531685098939
Indonesia,2000,423.4445455,252.3945455,55.17454545,23.11818182,23.12,1519.429091,1.845454545,1,Moderate conservation policies,Water conservation policy level 1,4234.45,"Agriculture, Industry, Household",0.2786866119703641,10.000010733400744,465.7826611261843,101.41272727,51.679410937484256
Indonesia,2001,424.1808333,225.1841667,51.20666667,26.98833333,22.4225,1029.774167,2.27,2,Moderate conservation policies,Water conservation policy level 2,4241.81,"Agriculture, Industry, Household",0.41191636661050557,10.000003929927685,511.16805840899997,100.61749999999999,55.83611412215634
Indonesia,2002,335.6527273,297.6672727,46.07,24.10818182,24.83090909,1428.850909,2.860909091,2,Moderate conservation policies,Water conservation policy level 2,3356.53,"Agriculture, Industry, Household",0.23491095200052112,10.000008124468472,851.5990065606061,95.00909091,86.25839160172941
Indonesia,2003,500.5683333,261.5366667,42.46,29.235,32.735,1433.571667,2.673333333,2,Moderate conservation policies,Water conservation policy level 2,5005.68,"Agriculture, Industry, Household",0.349175660221806,9.999993341568418,699.1746888908211,104.42999999999999,73.2685774913503
Indonesia,2004,494.8585714,301.0928571,45.92285714,31.55714286,25.17857143,1392.615714,2.885714286,2,Moderate conservation policies,Water conservation policy level 2,4948.59,"Agriculture, Industry, Household",0.3553446700515976,10.000008661060448,868.8679591460265,102.65857143,88.53464622201413
Indonesia,2005,340.6314286,190.9514286,48.94285714,25.14857143,21.47857143,1467.027143,2.484285714,2,Moderate conservation policies,Water conservation policy level 2,3406.31,"Agriculture, Industry, Household",0.2321916334168331,9.999987417485176,474.377906138871,95.57000000000001,52.01643202452863
Indonesia,2006,361.7125,302.7758333,51.29416667,32.1525,25.795,1684.0775,2.240833333,2,Moderate conservation policies,Water conservation policy level 2,3617.12,"Agriculture, Industry, Household",0.21478376143615716,9.999986176866987,678.4701796854913,109.24166667000001,71.81160207075042
Indonesia,2007,437.59,320.209,53.373,27.334,21.352,1263.136,2.703,2,Moderate conservation policies,Water conservation policy level 2,4375.9,"Agriculture, Industry, Household",0.3464314214779723,10.0,865.5249269999999,102.059,88.17548712922526
Indonesia,2008,497.0171429,172.4414286,52.15285714,29.28428571,28.8,1801.191429,1.715714286,1,Moderate conservation policies,Water conservation policy level 1,4970.17,"Agriculture, Industry, Household",0.27593799020903514,9.999997124847663,295.86022254726896,110.23714285,37.033946351428675
Indonesia,2009,526.372,302.216,37.624,35.81666667,22.36333333,1692.661333,2.552666667,2,Moderate conservation policies,Water conservation policy level 2,5263.72,"Industry, Household",0.310973016124307,10.000000000000002,771.456709434072,95.804,79.05197113183601
Indonesia,2010,394.0853846,304.9284615,52.38,27.93769231,24.42076923,1642.244615,2.413846154,2,Moderate conservation policies,Water conservation policy level 2,3940.85,"Agriculture, Industry, Household",0.23996753041568047,9.999990240693641,736.050394036912,104.73846154,76.63905191375585
Indonesia,2011,513.07,272.754,44.916,29.192,23.584,905.278,2.846,2,Moderate conservation policies,Water conservation policy level 2,5130.7,"Agriculture, Industry, Household",0.5667540799621774,9.999999999999998,776.2578840000001,97.69200000000001,79.68333073454204
Indonesia,2012,612.3836364,215.1918182,42.14818182,20.18,23.01454545,1876.305455,2.367272727,2,Moderate conservation policies,Water conservation policy level 2,6123.84,"Agriculture, Industry, Household",0.3263773682308033,10.000005937454537,509.4177222984022,85.34272727,54.280591331644516
Indonesia,2013,524.205,254.6675,61.595,22.84,17.195,2360.075,3.8925,2,Moderate conservation policies,Water conservation policy level 2,5242.05,"Agriculture, Industry, Household",0.22211370401364366,10.0,991.29324375,101.63,99.55866885945579
Indonesia,2014,398.7266667,336.8008333,54.00166667,22.195,19.96083333,1911.3125,2.679166667,2,Moderate conservation policies,Water conservation policy level 2,3987.27,"Agriculture, Industry, Household",0.20861406321572218,10.000008359109833,902.3455659951837,96.1575,90.97371996355294
Indonesia,2015,501.6763636,220.6218182,44.81181818,27.18545455,20.43818182,1632.34,3.057272727,2,Moderate conservation policies,Water conservation policy level 2,5016.76,"Agriculture, Industry, Household",0.3073357043263046,9.999992752299562,674.5010677640122,92.43545455,69.93130589631772
Indonesia,2016,648.6128571,278.6271429,50.79,23.61428571,17.92285714,1720.858571,2.345714286,2,Moderate conservation policies,Water conservation policy level 2,6486.13,"Agriculture, Industry, Household",0.3769123552803573,10.000002203163234,653.5796695678936,92.32714285,68.02577953647977
Indonesia,2017,719.6828571,255.6357143,57.0,24.55285714,21.01857143,1321.295714,1.97,1,Moderate conservation policies,Water conservation policy level 1,7196.83,"Agriculture, Industry, Household",0.5446796273343546,10.00000198559683,503.602357171,102.57142857,55.247123242711055
Indonesia,2018,439.709,252.516,48.88,31.032,27.669,1275.087,2.235,2,Moderate conservation policies,Water conservation policy level 2,4397.09,"Agriculture, Industry, Household",0.3448462732346891,10.0,564.37326,107.581,61.29991875211224
Indonesia,2019,413.0072727,203.0927273,49.46818182,28.99818182,25.38090909,1795.614545,2.734545455,2,Moderate conservation policies,Water conservation policy level 2,4130.07,"Agriculture, Industry, Household",0.2300088701386633,9.999993397210702,555.3662943817694,103.84727273,60.13127027418327
Indonesia,2020,558.59875,288.03,42.735,21.86625,25.2175,1081.8,2.4775,2,Moderate conservation policies,Water conservation policy level 2,5585.99,"Agriculture, Industry, Household",0.5163604640414124,10.000004475484415,713.5943249999999,89.81875,73.26628250563053
